serial,clave,event,level0,name0,level1,name1,level2,name2,place,d_year,d_month,d_day,duration,cause,descr_cause,sources,magnitude,glide,other,killed,injured,missing,houses_destroyed,houses_damaged,victims,affected,relocated,evacuated,value_us,value_local,nschools,nhospitals,nhectares,ncatle,mts_roads,with_killed,with_injured,with_missing,with_houses_destroyed,with_hauses_damaged,with_victims,with_affected,with_relocated,with_evacuated,education,health,agriculture,water,sewage,industries,communications,transportation,power,relief,with_other,latitude,longitude,comments,defaultab,approved,uu_id
1989-0023,26782,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Unión Catalina,1989,11,0,0,Localización,Desmoronamiento de pedazo de cerro a consecuencia de trabajo,Quipus,,,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 mt3 se desliza a consecuencia de la vibración de maquinaria pesada de la H.Alcaldía que trabaja en la apertura de la calle Catalina  la vivienda estaba ubicada en la calle Unión No. 290,,0,04dfb5ee-e94f-4f03-b4fb-03db52bf2884
2006-0139,26783,Inundación,08,BENI,0802,Vaca Diez,080201,Riberalta,Barrio San José de Riberalta  Cristo del Río  La Cruz  Molin,2006,1,24,0,Lluvias,Desborde río Beni,Datos Nat.06.- 335,,,carretera con La Paz  Cobija y Guayaramerin  afectadas  ,0,0,0,0,112,1295,0,0,0,0,0,1,0,802,0,0,0,0,0,0,-1,-1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Familias damnificadas: Barrio San José de Riberalta : 74 . Cristo del Rio: 30   La Cruz 32   Molino 52   Pto Mamoré 36  . El Bajío 46 . 15 Has plátano  1 Has maíz 2 Has arroz  1 Has yuca  Comunidades Chacobo  Recreo  Rosario  Triunfo   La Junta: 1740 familias damnificadas. Otras comunidades Comunidades Florida  El Pallar  Los Angeles  El Alegre  El Hondo   El Prado  Warnes. San Francisco   Piedralito    San Cristobal  Cachuela Esperanza,,0,d3f73588-7ba2-4e57-9e41-99a8859f57ac
2005-0112,26784,Inundación,02,LA PAZ,0213,Aroma,021302,Umala,Sabilani  Iñacamaya  Kallunimaya  Llanga Belen  Tola Sirca  ,2005,2,27,0,Lluvias,Desborde río Keto,Datos 05Nat-232 233 234 226 227 228,,,,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sabilani :1 familias damnificadas. Iñacamaya: 64 familias damnificadas  Kallunimaya : 26 familias damnificadas Llanga Belen: 41 familias damnificadasTola Sirca : 38 familias damnificadas .,,0,d8a57b9b-4cd2-4bf5-a792-570dbdae917f
2004-0244,26785,Inundación,02,LA PAZ,0215,Abel Iturralde,021501,Ixiamas,Enaporea  Carmen del Emero,2004,1,25,0,Lluvias,,Datos 04-257-259,,,,0,0,0,0,0,260,0,0,0,0,0,1,0,51,0,0,0,0,0,0,-1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Enaporea: 3 familias damnificadas  daños en 6 Has.arroz  2 Has.yuca  2 Has. Maíz. Carmen de Emero: 49 familias damnificadas  daños en 15 Has.arroz  8 Has.yuca  8 Has.maíz  10 Has.platano,,0,0a792a63-223f-4058-a955-4778504f9194
2006-0188,26786,Inundación,01,CHUQUISACA,0103,Zudañez,010304,Icla (R.Mujia),Churumatas  Uyuni  Taygata  Sumala  Soroma. ,2006,2,5,0,Lluvias,,Datos Nat.06.- 521  522  523  524 525,,,,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Churumatas: 24 familias damnificadas   Uyuni : 45 familias damnfiicadas  Taygata: 26 familias damnificadas   Sumala : 26 familias damnificadas  Soroma : 39 familias damnificadas.,,0,b72d3b4f-8693-44f7-8363-fbd5eb819e2d
2001-0066,26812,Inundación,02,LA PAZ,0215,Abel Iturralde,021502,San Buenaventura,San Buena Ventura,2001,1,17,0,Lluvias,Desborde río  Beni,Quipus,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,e80c3f89-711e-47f3-ab99-39e7a70a8b68
1997-0056,26787,Inundación,03,COCHABAMBA,0312,Carrasco,031205,Puerto Villarroel,Puerto Villarroel  Villa 14 de Septiembre,1997,12,28,0,Comportamiento,,Quipus,,,,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.000 familias  30.000 personas aproximadamente  estan afectadas en estas dos comunidades  también se reporta pérdidas de cultivos de yuca  maíz  plátano  maracuya  piña y palmito,,0,cacd7fe0-ea31-4933-98ad-310da1af0e31
2006-0153,26788,Inundación,04,ORURO,0411,Tomas Barron,041101,Eucaliptus,Tarucamarca  Huancaroma  Castilla Jawira  Quelcata,2006,1,31,0,Lluvias,,Datos Nat.06.- 407  409  410  411,,,,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tarucamarca : 30 familias damnificadas  daños en un puente.  Huancaroma: 15 familias damnificadas  Castilla Jawira : 15 familias damnificadas  Quelcata : 32 familias damnificadas,,0,f98b1f44-95da-431e-b005-cfb79b99eb9a
2005-0064,26790,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,La Paz  zona Sur,2005,1,12,0,Lluvias,Incremento de caudal de río. Río Choqueyapu,Datos05-15,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Altura de la calle 8 de Calacoto  tres personas dedicadas a la recolección de arena en el río Choqueyapu  fueron sorprendidas por el incremento del caudal del mencionado río.,,0,d60056b9-d9e0-4ab7-976d-9cff61b02fb6
2005-0104,26791,Inundación,05,POTOSI,0506,Nor Chichas,050601,Cotagaita,Tablaya Palca  Iricsina  Luchuma  Chequechica  Cotagaitilla ,2005,2,16,0,Desbordamiento,Desborde río Cotagaita,Datos 05 Nat.- 143,,,,2,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras comunidades damnificadas: Cotagaitilla  Luri  Mollekahua  Peras Pampa  Tablaya Chica  La Viña  Palca Higuera  Pampa Grande  Chui Chui  Majuelo  Río Blanco  Tapi  Totora,,0,14a25fc7-ff08-4d1a-9b28-efe0c440564c
1988-0053,26792,Inundación,06,TARIJA,0603,Gran Chaco,060303,Villamontes,Villamontes,1988,0,0,0,Lluvias,Desborde del río Pilcomayo,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Deterioro de la ferrovia y la plataforma del camino a Yacuiba  la población de Villamontes en peligro  la gente se traslada en chalanas desde Monteagudo a Rosario del Ingre,,0,883189e1-53c0-48c9-9a73-5da95f0faa6f
2004-0150,26793,Inundación,05,POTOSI,0506,Nor Chichas,050602,Vitichi,Río Totora Tecla  Pancollo,2004,0,0,0,Lluvias,,Datos 04.- 878-879,,,,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tecla: 63 familias damnificadas  daños en cultivos de maíz  papa  trigo  hortalizas. Pancollo: 91 familias damnificadas  daños en cultivos de maíz  papa  trigo  hortalizas,,0,16989d86-4edf-47d9-a766-165d6becefe9
2004-0164,26794,Inundación,06,TARIJA,0604,Avilez,060402,Yunchara,Tojo  Atacama y Carreras,2004,1,17,0,Lluvias,,HTD 1259  1356,,,,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,60 familias damnificadas  80 % de cultivos de maíz  tomate  repollo  cebolla y papa  frutales  viñedos  pera membrillo higo  daños en corrales y en sistema de agua potable,,0,a5557dcb-335f-407e-9ecd-78f674b610f8
2006-0068,26795,Inundación,05,POTOSI,0508,Sur Chichas,050801,Tupiza,Oploca,2006,1,2,0,Lluvias,Crecida de río,Datos Nat.06.- 7,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No presenta cultivos  sector de pastoreo con escasa vegetación. Sra. Carmenza Rodríguez de 74 fue arrastrada por el río debido a que por su sordera no escucho su llegada/,,0,9898bb02-178e-4897-b765-b716b1bebaba
2003-0059,26796,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Varias Calles.,2003,12,31,0,Lluvias,,CIN-La Prensa. Datos 04-8-9 11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Calle César Molina entre Octavio Campero y Señor de Mayo de Alto Villa San Antonio. Av.Arequipa zona Sur Jardin Japones. Av. Entre Río.  Calle Alcoreza y Bnos. Aire.,,0,f62b0620-1bc9-4322-9b55-9013a6b2efcd
1984-0050,26797,Inundación,06,TARIJA,0601,Cercado,060101,Tarija,Ciudad de Tarija,1984,3,0,0,Lluvias,Desborde del río Guadalquivir,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Av.America inundada  el complejo Deportivo García Agreda  arboles arrancados de raíz  viviendas derrumbadas en la Av.Busch  anega extensiones de cultivos agrícolas.,,0,b4f1ed46-da5e-4c3c-b19e-6dd65e23c75f
2004-0116,26798,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz, Varias Calles. ,2004,1,8,0,Lluvias,Derrumbe de una pared de vivienda a consecuencia humedecimie,La Razón,,,,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Calle Mercado:  Derrumbe de una pared de vivienda a consecuencia humedecimiento. A. Manco Kapac :  2 tiendas dañadas .  Esquina calles Mendoza y López  Villa Fátima,,0,3a5d69d8-3fc1-445e-8e3f-de1ac1129c54
2006-0114,26826,Deslizamiento,02,LA PAZ,0218,Gualberto Villarroel,021803,Chacarilla,Pampa Brava,2006,1,19,0,Lluvias,,Datos Nat.06.- 204,,,,0,0,0,0,11,165,0,0,0,0,0,0,0,65,41,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33 familias damnificadas. 11 viviendas afectadas  41 cabezas de ganado ovino y vacuno  65 Has papa  cebada  pastizales  caminos deteriorados/,,0,8a4d0fab-f0a2-4052-9bd3-dcbec50ef195
2004-0142,26799,Inundación,08,BENI,0804,Yacuma,080402,Exaltacion,Puerto Santiago  Ginebra   Bienvenido  Villa Lourdes,2004,1,9,0,Lluvias,,Informe D.D.D.C.Beni-Datos 04,,,,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Puerto Santiago : 45 familias damnificadas . Ginebra : 19 familias damnificadas.  Bienvenido  : 14 familias damnificadas.  Villa Lourdes: 16 familias damnificadas.,,0,29fae0da-45cd-4cb0-a15b-509995b74a98
2004-0227,26800,Inundación,08,BENI,0803,Gral. Jose Ballivian,080304,Rurrenabaque,Central Agraria Charal  Central Agraria Vertiente,2004,2,14,0,Lluvias,,Datos 04.-313-314,,,,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Familias damnificadas: Central Agraria Charal: 19  Central Agraria Vertient: 13. Hubo daños en daños en cultivos de arroz maíz plátano yuca café palta y cítricos,,0,a72ea7ab-6356-472f-bf85-49c62736608b
1998-0059,26815,Inundación,02,LA PAZ,0206,Larecaja,020606,Tipuani,Tipuani,1998,1,14,0,Lluvias,Desborde del río Chiquini,Quipus,,,,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,250,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3 aulas dañadas del colegio  Mariscal Santa Cruz   puente Tora destruido  puente sobre río Tuichi dañado. Se cambió el nombre de Guanay por el Tipuani,,0,55693f71-25ac-4f3d-a60a-a5c22b782998
2004-0293,26801,Inundación,06,TARIJA,0603,Gran Chaco,060301,Yacuiba,Yacuiba  Quebrada Int. y Sausalito,2004,4,1,0,Lluvias,,Datos 04.- 678-694,,,,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52 familias damnificadas  daños en producción de maíz y soya 80%. Destrozos en terrenos  producción agrícola e interrrupción  en vías de acceso a la comunidad.Se unificaron las fichas relacionadas al mismo evento y que pertenecen a un mismo municipio.,,0,1af6cc3c-69c3-4d26-b240-a9d9c6c1d49f
1984-0043,26802,Inundación,04,ORURO,0401,Cercado,040101,Oruro,Varias zonas de la ciudad,1984,1,0,0,Lluvias,Sistema de alcantarillado seriamente dañado,Quipus,,,,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viviendas cercanas a la zanja de coronación afectan a 100 casas  4 menores mueren por caida de muro  otras zonas Uru Uru  Agua de castilla  Magisterio  Zamora,,0,7a4fdb77-bbc2-4616-b05e-b67f0b9b74be
2004-0284,26803,Inundación,09,PANDO,0903,Madre de Dios,090303,El Sena,Santa Trinidad  San Salvador  América  Contravaricia,2004,3,18,0,Lluvias,,Datos 04.- 526  527  528  529,,,,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Trinidad :10 familias damnificadas. San Salvador : 23 familias damnificadas. América: 25 familias damnificadas  Contravaricia : 30 familias damnificadas,,0,125cd77f-3c2b-49d4-97ea-4c260e0bcd27
2006-0093,26804,Inundación,02,LA PAZ,0213,Aroma,021301,Sica Sica,Milla Milla  Ayamaya  Tarukamarca,2006,1,16,0,Lluvias,,Datos Nat.06.- 153,,,,0,0,0,0,0,1480,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Milla Milla : 6 familias damnificadas. Daños en cultivos de pastizal  alfa alfa/.  Ayamaya : 150 familias damnificadas  Trukamarca : 50 familias damnificadas.,,0,2d062c96-fad2-4179-ab92-6be9ce579066
2005-0184,26805,Inundación,07,SANTA CRUZ,0702,Warnes,070202,Okinawa Uno,Junta Pailón  San Miguel  Rancho Chico  El Carmen,2005,11,22,0,Lluvias,Desborde del río Grande,Datos 05 Nat.- 664  665 666  667,,,,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Junta Pailón :17 familias damnificadas. San Miguel  : 16 familias damnificadas. Rancho Chico: 3 familias damnificadas . El Carmen: 16 familias damnificadas.,,0,4d2f5d4a-622e-4b73-8b33-0be094429ee0
2001-0067,26806,Inundación,02,LA PAZ,0206,Larecaja,020606,Tipuani,Tipuani,2001,1,17,0,Lluvias,Desborde del Río Beni,Quipus,,,,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,c05f565a-b51e-4a23-aa71-f370a6a1a6de
2001-0065,26807,Inundación,08,BENI,0803,Gral. Jose Ballivian,080301,Reyes,Rurrenabaque,2001,1,17,0,Lluvias,Desborde del río Beni,Quipus,,,,0,0,0,0,0,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,e2c11b07-54d7-4672-a173-17ebae713daf
2000-0027,26808,Inundación,03,COCHABAMBA,0309,Quillacollo,030904,Vinto,Vinto,2000,1,31,0,Lluvias,Río La Llave,Quipus,,,,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,e42e27d8-7589-4f76-b6c2-9eb5ade4b647
2000-0025,26809,Inundación,07,SANTA CRUZ,0705,Chiquitos,070501,San Jose de Chiquitos,Valle Hermoso,2000,1,23,0,Lluvias,,Quipus,,,,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,9976c664-85b8-4e6d-bc9b-41773a4d182f
2001-0058,26810,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Tacagua  Jucumarini  San Simón y Huacollo,2001,1,5,0,Lluvias,,Quipus,,,,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100 familias damnificadas se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,746effcc-bda1-4924-ab43-4386002dad00
1998-0058,26811,Inundación,02,LA PAZ,0214,Nor Yungas,021401,Coroico,Coripata  Sacramento  San Juan,1998,4,27,0,Lluvias,Desborde de río Yolosa,Quipus,,,,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,f12c7252-74c1-4364-a227-e56f29d0dd90
2001-0060,26813,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Distrito 4 de la ciudad de La Paz,2001,1,6,0,Lluvias,,Quipus,,,,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,9c8ce85a-3480-4f49-a377-36de18dd2a28
2006-0132,26814,Inundación,03,COCHABAMBA,0308,German Jordan,030801,Cliza,Cliza  Wasacalle  Tacoloma  Ucureña,2006,1,18,0,Lluvias,,Datos Nat.06.- 170  179,,,,0,0,0,0,0,490,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cliza : 0 familias damnificadas. Daños en cultivos de maíz y papa.  4Wasacalle  Tacoloma  Ucureña: 8 familias damnificadas. 14 Has de cultivos de maíz/,,0,e26de202-5c38-465a-b408-803c5167825c
1989-0022,26817,Inundación,02,LA PAZ,0206,Larecaja,020606,Tipuani,Cangalli,1989,10,13,0,Lluvias,En horas de la madrugada desborde del río Tipuani,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viviendas que aun quedaban en pie son destruidas ocasionando el traslado del pueblo debido a su virtual desaparición y alto grado de vulnerabilidad.,,0,51f37c21-fbd0-48ed-82be-fdc259eee875
2006-0094,26818,Inundación,07,SANTA CRUZ,0706,Sara,070602,Santa Rosa del Sara,Santa Cucico  Los Andes barrio El Carmen  1ro de Mayo ,2006,1,16,0,Desconocida,,Datos Nat.06.- 162,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras comunidades afectadas Santa Cucico  Los Andes barrio El Carmen  1ro de Mayo  Sub Central Cochabambita  Sub Cental Nuevo Amanecer  Conquista/,,0,7d9246a5-84fd-4bf2-a93d-0dd93c907e32
1999-0034,26819,Inundación,08,BENI,0803,Gral. Jose Ballivian,080301,Reyes,SAN MARCOS Y MONTERREY,1999,2,16,0,Lluvias,,SENADECI,,,,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60 familias damnificadas. Este número de familias damnificadas se convirtió en número de damnificados  teniendo en cuenta 5 personas por familia.,,0,64d06d03-f39b-40df-9a12-3a02237c2f25
2006-0144,26820,Inundación,07,SANTA CRUZ,0711,Ñuflo de Chavez,071104,San Julian,Varias comunidades ,2006,1,28,0,Lluvias,Desborde río Grande,Datos Nat.06.- 386 387 388,,,,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nueva Palestina  Aceite Rico  Barrio Lindo  : 90 familias damnificadas.    Fortín Libertad  Nueva Jerusalem : Evacuados a campamento Los Troncos.,,0,4cfdc721-fcb5-4e36-8171-c810a55b982c
1999-0036,26821,Inundación,03,COCHABAMBA,0307,Capinota,030701,Capinota,Capinota,1999,2,18,2,Lluvias,RIADA (RIO ARQUE),Quipus,,,,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89 Familias damnificadas  se convirtió el número de de familias damnificas en número de damnificados  teniendo en cuenta 5 personas por familia.,,0,16d511c9-c169-433a-a72f-11a5c6aa3921
2006-0095,26822,Inundación,08,BENI,0803,Gral. Jose Ballivian,080304,Rurrenabaque,Villa Alcira San Miguel del Bala  Puerto Motor  Puerto Yuman,2006,1,16,0,Lluvias,,Datos Nat.06.- 163  164,,,,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Puerto Motor  Puerto Yumani  Carmen Soledad  Carmen Florida: 126 familias damnificadas. Otras comunidades afectadas Sani  Alto Sani  Real Beni/,,0,c7cc2a8c-9598-44da-8695-a56a9fbae2c1
1999-0045,26823,Inundación,02,LA PAZ,0209,Loayza,020901,Luribay,Porvenir  Matara  Chirimaya  Azambo  Ancora,1999,3,20,0,Lluvias,Desborde de río,Quipus,,,,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Porvenir: 110 Familias daminificadas  Matara: 44 Familias damnificadas  Chirimaya: 33 familias damnificadas  Ancora: 41 familias damnificadas.,,0,0343b181-47d3-40e5-835d-f8c948a4ea7e
2006-0192,26824,Inundación,03,COCHABAMBA,0307,Capinota,030703,Sicaya,Orcoma,2006,2,8,0,Lluvias,,Datos Nat.06.- 544,,,,0,0,0,0,3,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18 familias damnificadas. Daños en cultivos de maíz  hortalizas y defensivos. 3 viviendas afectadas  destrucción puente Sayari  3 Has. de maíz/,,0,38834817-f960-4641-9cd2-12d499af748b
2004-0273,26825,Inundación,04,ORURO,0401,Cercado,,,Oroncollo  Villa Icoy  Villa Ventilla  Canllapata,2004,3,12,0,Lluvias,,Datos 04.- 477 478 479,,,,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Oroncollo: 21 familias damnificadas  Villa Icoy:22 familias y  80% de cultivos dañados  Villa Ventilla: 21 familias y  80% de cultivos dañados,,0,4c12a34e-dc9c-4716-a0ee-aef7942288ef
2006-0175,26957,Deslizamiento,02,LA PAZ,0209,Loayza,020901,Luribay,Cochini,2006,2,8,0,Comportamiento,,Datos Nat.06.- 539,,,,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30 familias damnificadas. 1 camino de acceso a la población afectado,,0,5ad5969a-9ec0-4d5e-bce6-78a0596a9e05
1998-0054,26827,Deslizamiento,02,LA PAZ,0206,Larecaja,020602,Guanay,Moko Toro,1998,2,12,0,Lluvias,"Lluvias asociadas al fenomeno del Niño, además hubo explotac",Quipus. Documento Gestion Local del Riesgo y preparativos de desastres en la Región Andina. Bolivia Experiencia 2.,,,,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90 fallecidos en Moko Toro. Nota: en el campo de muertos se registran 100 muertos mientras que en las obsevaciones se habla de 90 muertos. Se cambio la causa Negligencia por Lluvias, según lo describe la funte: Documento Gestion Local del Riesgo y preparativos de desastres en la Región Andina. Bolivia Experiencia 2.  El 11 de Febrero de 1998 las lluvias generadas por el fenómeno del Niño, ocasionaron un deslizamiento que desvastó el poblado minero de Macotoro (situado también sobre el río Tipuani, a 15 km de Llipi), con saldo de 50 muertos y 80 desaparecidos. El mismo día otra avalancha de lodo de menor magnitud cayó sobre la mina aurífera Babilonia, cerca de Macotoro, y produjo dos muertes. Y ese mismo día, río abajo, el  propio pueblo de Tipuani estuvo a punto de ser cubierto totalemente por el agua.",,0,1ef3623f-e2ed-4722-b3fe-493913c9ba4b
2001-0070,26828,Inundación,03,COCHABAMBA,0310,Chapare,031003,Villa Tunari,Puerto San Francisco,2001,1,17,0,Lluvias,,Quipus,,,,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70 familias  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,3fd9da8e-db61-4743-884c-595d6da579dc
2006-0109,26829,Inundación,02,LA PAZ,0219,Gral. Jose Manuel Pand,021902,Catacora,Pto. Aroma,2006,1,19,0,Lluvias,,Datos Nat.06.- 199,,,,0,0,0,0,6,225,0,0,0,0,0,0,0,45,51,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45 familias damnificadas. 6 viviendas afectadas  51 cabezas de ganado ovino y vacuno  45 Has cebada  papa  alfa alfa  caminos deteriorados/,,0,6beef470-e91f-47c0-b2bb-95c949017990
1989-0025,26830,Inundación,03,COCHABAMBA,0308,German Jordan,030801,Cliza,Mosoj Rancho Wayño Kjama Flores Rancho Cliza Anzaldo,1989,12,24,0,Desbordamiento,Desborde del río Retama,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Desaparece la comunidad Sacha Calle. Comunarios construyeron sin guía técnica una represa para acumular agua a consecuencia de la sequía.,,0,fb2d2f86-ef1d-4452-81cc-57161d2b2bb3
